1074,1
1548,1
2409,1
264,1
802,1
9383,1
2941,1
4295,1
1513,1
3370,1
2415,1
496,1
3611,1
455,1
7010,1
630,1
209,1
2311,1
5211,1
850,1
1288,1
801,1
599,1
8533,1
8915,1
5031,1
1083,1
2285,1
3519,1
3095,1
2091,1
1789,1
3205,1
2247,1
921,1
2020,1
119,1
1269,1
4293,1
6100,1
101,1
5681,1
339,1
2148,1
2254,1
847,1
4472,1
9803,1
2672,1
1253,1
2308,1
359,1
1060,1
1879,1
10136,1
3808,1
4679,1
3715,1
9422,1
4208,1
3230,1
196,1
373,1
5173,1
1864,1
1403,1
1945,1
969,1
5164,1
1171,1
10125,1
1587,1
230,1
1578,1
1146,1
667,1
3351,1
1487,1
1108,1
2900,1
1120,1
786,1
9402,1
11049,1
1071,1
149,1
93,1
307,1
706,1
2579,1
1295,1
541,1
1897,1
6346,1
4905,1
537,1
839,1
1829,1
4184,1
2300,1
526,1
3445,1
559,1
1293,1
131,1
1473,1
9562,1
178,1
1757,1
241,1
1926,1
325,1
17,1
2556,1
1768,1
142,1
980,1
4048,1
861,1
5691,1
504,1
33,1
1003,1
1333,1
1783,1
109,1
914,1
524,1
3925,1
1489,1
9757,1
5023,1
296,1
282,1
1117,1
10,1
3948,1
1847,1
146,1
2816,1
98,1
3626,1
1364,1
1389,1
655,1
2021,1
243,1
4082,1
674,1
2927,1
167,1
1911,1
672,1
1275,1
2462,1
1708,1
2092,1
956,1
3533,1
1366,1
2896,1
145,1
458,1
3191,1
2038,1
629,1
163,1
413,1
1858,1
2646,1
3564,1
1134,1
71,1
588,1
1606,1
343,1
624,1
2390,1
186,1
626,1
9417,1
2693,1
3242,1
5992,1
9452,1
705,1
480,1
8491,1
280,1
886,1
1527,1
1374,1
7104,1
297,1
1981,1
419,1
1164,1
893,1
473,1
636,1
10029,1
595,1
47,1
4146,1
1723,1
2522,1
1717,1
211,1
1252,1
3012,1
304,1
15,1
5210,1
1759,1
77,1
140,1
153,1
10422,1
3371,1
806,1
56,1
4264,1
1966,1
590,1
123,1
1463,1
4316,1
1836,1
2373,1
2072,1
885,1
2155,1
1045,1
3132,1
468,1
333,1
800,1
1530,1
1429,1
5224,1
3026,1
4686,1
1865,1
2079,1
2936,1
547,1
2391,1
3082,1
1453,1
2863,1
8251,1
952,1
1123,1
3226,1
376,1
2830,1
9441,1
7802,1
723,1
6711,1
1372,1
3196,1
9991,1
2323,1
9534,1
1542,1
2023,1
1698,1
303,1
2338,1
9831,1
610,1
782,1
165,1
287,1
4819,1
1792,1
748,1
3232,1
2343,1
21,1
3955,1
1630,1
6345,1
1672,1
1729,1
1156,1
570,1
2521,1
301,1
1274,1
181,1
1049,1
1830,1
1412,1
367,1
5770,1
1701,1
3400,1
896,1
4340,1
609,1
9544,1
3042,1
1242,1
690,1
9643,1
11294,1
2098,1
1136,1
9396,1
9272,1
8230,1
221,1
3067,1
889,1
3085,1
1405,1
2351,1
3847,1
589,1
643,1
3517,1
3432,1
65,1
7864,1
52,1
3065,1
366,1
1475,1
3034,1
440,1
3249,1
9707,1
85,1
32,1
1122,1
1102,1
2719,1
1537,1
736,1
3906,1
278,1
5240,1
1181,1
603,1
637,1
9779,1
279,1
1602,1
2407,1
2080,1
443,1
804,1
492,1
755,1
692,1
5814,1
427,1
12015,1
803,1
9348,1
3192,1
4256,1
4132,1
113,1
172,1
377,1
2451,1
184,1
24,1
170,1
9471,1
9731,1
1639,1
3956,1
1235,1
55,1
68,1
2856,1
4551,1
652,1
535,1
1233,1
456,1
38,1
1873,1
2274,1
1236,1
2411,1
8444,1
2630,1
3443,1
2126,1
5244,1
5073,1
256,1
3061,1
216,1
1330,1
9920,1
3944,1
2355,1
2549,1
646,1
1824,1
987,1
4923,1
725,1
195,1
5195,1
744,1
1850,1
8,1
7807,1
1869,1
483,1
10058,1
4690,1
3619,1
2069,1
2408,1
305,1
1572,1
9372,1
551,1
7969,1
1595,1
318,1
312,1
2194,1
1956,1
1138,1
470,1
685,1
876,1
9732,1
2764,1
9856,1
3422,1
1738,1
1213,1
6578,1
6889,1
1625,1
1301,1
110,1
4539,1
693,1
2344,1
370,1
9285,1
2561,1
4565,1
1971,1
1860,1
3252,1
1005,1
1590,1
48,1
28,1
313,1
94,1
2423,1
9660,1
1099,1
362,1
4113,1
3022,1
1322,1
2243,1
1968,1
30,1
1778,1
356,1
299,1
3528,1
10542,1
1591,1
1862,1
95,1
585,1
1271,1
2260,1
9433,1
62,1
514,1
4677,1
2188,1
751,1
9850,1
828,1
454,1
180,1
5132,1
5158,1
7968,1
11561,1
2036,1
1581,1
127,1
390,1
4506,1
939,1
4887,1
7892,1
3076,1
1133,1
628,1
9323,1
4474,1
1859,1
4642,1
1631,1
3365,1
1303,1
1612,1
3399,1
9528,1
6771,1
2922,1
1568,1
988,1
669,1
5169,1
1867,1
1480,1
560,1
1765,1
2299,1
117,1
3333,1
185,1
1470,1
1057,1
2846,1
708,1
545,1
3472,1
3075,1
2173,1
1761,1
1110,1
2011,1
2857,1
2200,1
3160,1
553,1
3014,1
309,1
1730,1
10054,1
9139,1
349,1
9335,1
3699,1
1096,1
2878,1
632,1
2450,1
811,1
2419,1
9875,1
10479,1
409,1
2176,1
1198,1
676,1
155,1
986,1
446,1
417,1
950,1
717,1
605,1
587,1
710,1
3815,1
2107,1
842,1
1262,1
1974,1
691,1
5627,1
1282,1
9387,1
961,1
389,1
4431,1
767,1
4165,1
97,1
10200,1
702,1
2025,1
1844,1
2797,1
205,1
1907,1
197,1
3488,1
9761,1
5404,1
750,1
3567,1
447,1
5545,1
1843,1
114,1
1770,1
2284,1
1669,1
558,1
1504,1
2218,1
9620,1
5145,1
4429,1
3737,1
2538,1
10609,1
3329,1
6048,1
5547,1
3474,1
3557,1
302,1
269,1
1446,1
534,1
194,1
126,1
9446,1
1313,1
3181,1
4307,1
844,1
506,1
9443,1
968,1
316,1
1483,1
6010,1
336,1
520,1
3970,1
6749,1
3597,1
721,1
1176,1
7129,1
6545,1
5322,1
457,1
67,1
1550,1
849,1
1032,1
4590,1
764,1
464,1
5086,1
1392,1
1928,1
5250,1
703,1
4036,1
1635,1
567,1
4266,1
9412,1
477,1
2161,1
660,1
4045,1
1165,1
658,1
50,1
955,1
1325,1
5995,1
973,1
3790,1
845,1
12111,1
1291,1
10918,1
2895,1
2930,1
5936,1
10294,1
4080,1
2860,1
9434,1
5198,1
51,1
76,1
69,1
334,1
1163,1
3136,1
1098,1
2612,1
529,1
385,1
1960,1
441,1
591,1
393,1
81,1
9582,1
521,1
5982,1
450,1
502,1
42,1
715,1
90,1
481,1
2898,1
59,1
3175,1
4711,1
192,1
9564,1
621,1
9787,1
271,1
2204,1
3461,1
1347,1
794,1
116,1
3591,1
2566,1
5680,1
1677,1
4142,1
2580,1
1574,1
1535,1
607,1
9395,1
2099,1
3680,1
2483,1
501,1
1637,1
9806,1
2379,1
207,1
1634,1
2327,1
6951,1
1641,1
7661,1
2009,1
3462,1
7479,1
74,1
3288,1
8272,1
1217,1
418,1
1523,1
10718,1
6,1
3789,1
3923,1
1514,1
2139,1
463,1
246,1
488,1
29,1
159,1
1977,1
713,1
1111,1
1237,1
830,1
141,1
999,1
2728,1
720,1
769,1
2386,1
1714,1
564,1
5350,1
2335,1
2128,1
402,1
467,1
171,1
4872,1
1126,1
227,1
9385,1
247,1
2403,1
311,1
5631,1
4049,1
2237,1
138,1
