106,1
681,1
6123,1
802,1
2941,1
2598,1
5842,1
1513,1
4891,1
3871,1
1674,1
452,1
2956,1
2306,1
1468,1
1727,1
4029,1
3552,1
801,1
2737,1
3996,1
3612,1
5001,1
2056,1
4313,1
151,1
3500,1
3195,1
1692,1
253,1
119,1
2551,1
3851,1
437,1
2870,1
1680,1
3828,1
1627,1
101,1
5662,1
3652,1
20,1
2592,1
3154,1
2254,1
82,1
2672,1
25,1
3704,1
1060,1
2750,1
1879,1
2301,1
26,1
3640,1
2328,1
1818,1
2702,1
2251,1
1250,1
3984,1
4185,1
3570,1
4999,1
2950,1
2659,1
136,1
3622,1
910,1
5565,1
373,1
1741,1
27,1
4002,1
1146,1
2557,1
5571,1
2974,1
3600,1
1071,1
2050,1
149,1
2666,1
2662,1
2597,1
3924,1
555,1
2255,1
805,1
4283,1
1777,1
3128,1
5470,1
714,1
5466,1
1178,1
1408,1
11,1
4905,1
252,1
4069,1
3835,1
39,1
4184,1
3553,1
131,1
4180,1
4319,1
178,1
471,1
1811,1
2474,1
3850,1
17,1
3569,1
2556,1
2771,1
66,1
142,1
3720,1
5058,1
479,1
640,1
89,1
4024,1
33,1
633,1
816,1
1079,1
109,1
2949,1
4026,1
31,1
3925,1
1744,1
1592,1
5541,1
949,1
34,1
5991,1
2486,1
12,1
3463,1
5795,1
1469,1
282,1
2376,1
5801,1
1337,1
18,1
4838,1
2705,1
143,1
3919,1
4778,1
6300,1
3690,1
3626,1
98,1
193,1
1389,1
2868,1
655,1
408,1
2049,1
243,1
5798,1
2891,1
2939,1
250,1
1251,1
3700,1
2942,1
64,1
3656,1
1488,1
5241,1
3703,1
2700,1
2722,1
1109,1
2980,1
3973,1
163,1
3541,1
4124,1
413,1
3564,1
71,1
3190,1
72,1
4290,1
624,1
1877,1
2428,1
5752,1
4145,1
4360,1
3988,1
3861,1
2710,1
459,1
1804,1
400,1
1531,1
2703,1
1023,1
5456,1
4434,1
1754,1
1518,1
3689,1
2217,1
47,1
5117,1
2754,1
1723,1
3544,1
5862,1
813,1
5520,1
2966,1
1958,1
46,1
5459,1
1690,1
3060,1
83,1
5870,1
15,1
2596,1
1681,1
361,1
3598,1
1246,1
125,1
140,1
5076,1
3926,1
2712,1
1743,1
806,1
3752,1
1201,1
40,1
3649,1
56,1
53,1
5467,1
1966,1
3712,1
4335,1
1679,1
222,1
6390,1
123,1
1409,1
3985,1
92,1
23,1
3188,1
3645,1
6129,1
44,1
650,1
4202,1
371,1
2680,1
880,1
333,1
575,1
1685,1
4459,1
2753,1
2481,1
5339,1
2253,1
1,1
1586,1
4134,1
666,1
2953,1
3761,1
547,1
1144,1
3826,1
2905,1
1797,1
2052,1
206,1
111,1
2060,1
237,1
372,1
1123,1
2701,1
3568,1
376,1
2416,1
86,1
4900,1
2426,1
5338,1
13,1
2979,1
49,1
978,1
22,1
2945,1
2465,1
1810,1
3511,1
91,1
70,1
2058,1
3909,1
642,1
45,1
225,1
3468,1
5823,1
2861,1
3643,1
1410,1
5596,1
6298,1
3130,1
3846,1
3286,1
543,1
5447,1
5574,1
5256,1
60,1
3601,1
5471,1
5476,1
3997,1
3232,1
2599,1
1393,1
3467,1
21,1
152,1
75,1
1053,1
3794,1
1672,1
3707,1
2944,1
1965,1
124,1
401,1
462,1
5,1
229,1
5997,1
499,1
3134,1
43,1
593,1
5848,1
1412,1
220,1
5461,1
1516,1
3499,1
3778,1
3749,1
259,1
392,1
3998,1
1340,1
5474,1
4781,1
3556,1
3547,1
429,1
1486,1
4442,1
1242,1
432,1
2909,1
3698,1
3793,1
254,1
3,1
431,1
3029,1
3999,1
201,1
2478,1
3133,1
61,1
3635,1
96,1
2595,1
1484,1
2814,1
3431,1
3670,1
87,1
2946,1
1515,1
5462,1
818,1
14,1
3748,1
4277,1
3497,1
6049,1
679,1
820,1
3182,1
2076,1
2472,1
2279,1
937,1
2952,1
221,1
889,1
5540,1
634,1
2677,1
659,1
3779,1
4837,1
2124,1
5439,1
258,1
916,1
1384,1
19,1
108,1
154,1
6340,1
643,1
1799,1
3429,1
3543,1
1694,1
3432,1
35,1
65,1
4011,1
1722,1
52,1
3471,1
1678,1
5758,1
1689,1
440,1
1477,1
5371,1
1245,1
3155,1
3039,1
37,1
85,1
1249,1
5345,1
1687,1
1798,1
4315,1
3512,1
1135,1
32,1
5444,1
375,1
3498,1
546,1
3546,1
3582,1
1447,1
1626,1
3713,1
3750,1
3017,1
2681,1
1682,1
2661,1
3934,1
2708,1
637,1
5034,1
2413,1
1326,1
1602,1
4518,1
3782,1
4285,1
150,1
1411,1
1107,1
1421,1
5370,1
1819,1
3916,1
758,1
804,1
5996,1
1482,1
427,1
4239,1
5362,1
3986,1
3192,1
158,1
3545,1
1343,1
172,1
63,1
1695,1
1517,1
260,1
24,1
4544,1
3299,1
5913,1
2663,1
2466,1
1639,1
3548,1
3743,1
55,1
68,1
374,1
652,1
3648,1
5445,1
3455,1
4479,1
88,1
1161,1
223,1
456,1
38,1
128,1
3992,1
4365,1
3692,1
2923,1
2467,1
217,1
2938,1
548,1
1199,1
3762,1
5268,1
256,1
3751,1
2232,1
5162,1
1709,1
3642,1
1078,1
1671,1
2549,1
3153,1
3571,1
7,1
1755,1
195,1
6325,1
129,1
