251,1
25,322
26,324
136,8
196,1
149,7
307,1
131,11
241,1
17,506
142,6
109,9
296,1
167,2
458,1
198,2
71,41
314,1
47,120
211,2
15,561
125,9
77,40
140,5
153,6
56,89
189,1
165,4
21,436
301,2
429,1
221,1
108,17
65,85
358,2
113,9
68,57
202,3
266,1
80,30
318,1
312,1
175,5
99,23
94,34
362,1
162,7
62,78
187,5
126,8
378,1
1165,1
134,7
84,20
74,43
6,999
41,194
247,2
115,9
208,1
174,5
222,1
92,26
44,157
111,13
206,2
75,45
124,8
229,2
220,3
166,8
1218,1
431,1
176,2
388,1
147,4
161,5
306,2
130,7
283,1
772,1
212,1
144,6
106,12
214,4
397,1
20,425
137,6
27,339
11,789
57,68
239,2
31,278
1308,1
12,743
2468,1
64,76
315,1
177,4
346,1
83,34
1219,1
293,1
152,1
5,1126
462,1
254,2
215,4
317,3
37,230
1653,1
133,4
172,5
170,7
55,107
38,177
128,10
129,7
48,146
204,1
95,35
117,6
341,2
205,1
197,4
114,10
67,77
457,1
395,1
81,31
116,8
350,1
246,1
159,2
354,1
380,1
347,1
138,8
678,1
1038,1
200,4
275,1
58,91
1,1476
1797,1
49,138
22,434
45,178
199,5
60,71
422,1
245,1
61,62
157,5
9,862
88,22
1124,1
151,5
119,9
270,1
101,16
82,35
213,2
218,2
230,2
93,22
178,4
33,230
10,815
146,6
98,23
193,1
243,2
145,2
104,17
163,3
533,1
343,1
186,2
337,1
806,2
123,9
287,2
181,2
112,11
52,115
85,34
32,270
278,1
24,370
184,6
256,3
216,1
8,915
483,1
110,14
28,298
262,3
30,256
122,15
185,2
545,1
155,4
446,1
434,1
97,12
76,50
334,1
219,3
273,1
79,36
192,1
235,1
29,266
171,4
54,110
103,14
36,210
53,104
23,380
86,32
43,171
87,27
169,2
344,1
121,8
154,6
35,221
188,3
773,1
63,70
118,18
272,2
231,1
7,1014
120,10
268,1
1369,1
265,2
168,4
238,3
191,1
135,8
39,181
255,1
66,72
89,33
160,2
288,1
34,241
18,518
139,8
143,6
250,1
102,19
2,1445
72,42
391,1
46,137
73,44
40,210
182,2
355,1
277,1
261,2
348,1
332,1
226,1
13,681
91,21
461,1
498,1
96,33
107,8
19,511
164,2
78,42
100,26
158,1
244,1
179,4
370,2
299,1
329,1
180,5
127,8
156,6
249,2
194,4
430,1
316,1
132,12
50,121
51,115
69,64
203,1
42,193
90,23
59,67
1013,1
394,1
248,1
207,2
463,1
141,3
242,1
190,5
16,583
148,4
294,1
4,1248
257,3
70,48
105,15
790,1
3,1308
201,1
14,628
210,2
173,4
150,5
240,1
217,1
