202094,22,40
9510198,0,3
2026,3,8
9811046,0,2
9906207,3,52
9907139,17,11
9703117,0,4
108128,3,34
9802095,0,15
9801091,5,2
9605022,34,5
9708018,0,1
105158,7,34
211028,9,28
9904096,6,2
109147,6,42
9910070,1,6
9710158,4,8
6122,5,32
9207059,0,1
9506033,2,2
108031,1,14
9707108,1,9
103179,42,12
209120,6,17
9512196,92,27
12049,7,33
9607095,3,12
12267,0,52
9212040,2,0
9711154,1,1
302188,0,2
9206063,22,0
9205003,15,0
12244,2,1
9911120,1,2
111029,0,3
9711087,8,18
9243,7,11
104057,3,29
9306104,2,0
9504119,1,3
9302134,3,3
9709150,1,0
2247,1,13
9407186,5,5
205066,79,37
4083,6,7
209038,3,12
9704156,33,25
11160,24,8
205061,3,28
9808016,94,23
301183,0,4
11257,9,17
9908044,45,19
9612133,5,8
9707064,2,2
5161,3,11
9604178,127,23
9901040,3,2
104153,42,10
303192,0,13
5028,20,16
9504091,9,5
204247,4,12
209110,0,16
304270,0,49
9511076,0,4
9710004,6,25
9208013,13,0
207001,3,34
9512124,23,27
9310131,2,6
9501140,5,4
9610037,12,25
101165,3,3
106278,1,10
9912158,10,14
207034,21,13
9505044,1,8
208070,0,8
9906104,0,6
107068,2,14
9203,1,20
107019,3,4
9904102,7,6
9304164,5,2
301200,0,10
111066,2,28
210152,2,22
9810132,13,18
9703164,1,4
9902165,5,5
9909073,8,31
9402119,33,3
9811063,2,0
112235,4,18
9223,1,22
9903254,7,5
9308085,2,0
9306013,53,5
9409145,2,2
9209118,20,3
9209031,4,0
112072,4,19
9610226,20,7
9812004,2,3
208068,1,29
9811016,8,3
9802113,7,17
9909176,69,30
9909059,20,21
9709022,13,21
111110,3,12
9407004,1,17
9602145,6,27
3142,10,12
9406082,23,11
9902181,15,17
9706074,5,6
9907174,0,12
10268,8,10
9312196,1,0
9404131,1,6
209032,0,10
102098,16,3
9501079,2,1
9811199,3,7
9403178,4,1
9901005,0,11
7249,1,1
9903135,3,5
9205015,40,1
1065,4,17
106076,14,23
212121,14,29
9909203,22,12
304062,2,26
9410157,2,9
9512025,26,10
9807183,9,28
9906017,2,3
9911111,1,12
9810034,1,2
101095,4,19
106042,4,7
11138,41,14
9207107,2,0
9401011,2,0
9305117,10,4
9707183,6,8
110189,11,41
9512154,72,18
9601053,5,2
9311062,14,14
7215,29,36
212212,14,38
212075,1,2
106260,3,46
210101,10,38
9607229,63,29
12124,1,16
9506138,34,13
301090,1,48
10293,13,10
9903204,5,4
4028,30,12
9202056,14,0
9606127,0,1
9812182,0,1
104049,12,22
9206026,56,0
9905076,10,3
9610006,6,4
9812079,0,11
9607170,6,8
207104,14,51
207247,2,34
11200,1,7
206228,39,22
9601142,5,1
9812120,3,8
9702059,7,20
9805219,6,4
208023,14,28
12232,1,10
9211003,13,0
9307184,2,0
7027,1,4
9310037,3,1
9303101,13,4
12074,8,9
9708119,59,10
9704079,4,4
9512170,1,7
9601006,4,7
212317,1,27
5170,8,18
9711008,1,14
9911096,100,31
9408029,9,13
9507036,24,13
9407126,2,4
9301011,1,0
9709078,10,4
9807109,25,7
9709080,7,7
9406045,4,5
9307039,17,6
9407180,9,3
9806135,1,7
302111,1,2
9208063,2,1
104056,30,44
9507003,7,15
107173,12,15
9410141,30,1
9510104,8,8
9702061,23,31
202089,1,4
9211045,6,0
9602108,19,5
9807238,0,2
9704022,3,3
9909175,0,2
202140,9,50
9405124,79,1
206063,16,146
204129,15,13
9712160,10,25
9502147,1,11
9305132,10,2
9307016,0,2
9512121,26,16
9905110,1,3
109166,1,2
9406061,4,0
9611017,12,13
9211115,14,1
7131,25,23
101139,0,12
9511030,329,21
9305140,1,1
9201041,8,0
302129,3,9
9712202,15,36
9601049,2,10
9408144,1,7
9305172,7,1
111019,0,8
9807217,8,2
204137,6,17
9401157,0,3
2230,65,35
206103,16,41
205056,1,7
110204,19,13
9804106,12,7
102093,14,5
207028,3,12
6118,1,6
9309099,3,1
9412017,5,2
9511020,1,7
9405019,9,0
9061,66,30
9611081,2,1
203188,11,36
9502093,0,2
9609126,12,8
7169,9,21
9907128,3,21
2183,9,21
201206,4,26
9810127,2,3
9701114,0,4
9512161,97,28
105021,0,1
9412104,8,0
9909078,1,0
2211,133,29
9710146,21,32
9508037,0,1
9706115,2,20
201027,2,13
9611218,0,16
104129,0,1
9603051,31,23
9403106,1,1
9612222,74,12
103148,32,20
9808091,0,2
9801073,36,12
201170,2,6
9911142,2,2
9908100,3,22
9504007,4,12
12106,9,8
108091,20,23
105187,9,22
210304,0,1
9402001,11,2
9808172,6,48
10207,14,29
8251,3,8
302154,0,6
9305118,0,1
9307177,10,4
2179,5,0
9807159,2,5
110240,5,25
9504034,111,9
9306153,99,18
9803248,2,4
9202012,25,0
9803034,10,2
9802134,0,4
105008,9,6
9905062,6,7
9911119,3,21
9806063,1,6
103109,1,10
9505108,1,6
9506188,5,2
9405109,100,10
9203004,9,0
9607032,28,27
8011,3,3
9906137,2,14
9806129,16,28
9807141,0,2
203074,3,8
209115,2,17
9812163,28,55
9404097,2,5
9609098,0,7
9508071,16,14
9511071,16,13
9707079,112,27
9802049,30,9
9205011,18,0
11035,7,7
9804057,4,24
208145,4,20
208106,2,7
9905142,1,20
5270,27,5
205267,0,6
9811038,6,8
103042,10,19
212199,1,24
