129,5
251,1
106,10
120,2
8,823
264,1
80,9
179,2
148,6
208,2
110,5
175,1
651,1
211,1
99,9
46,52
48,29
28,137
83,8
807,1
94,17
36,66
15,322
204,3
174,2
304,1
77,15
151,5
125,5
140,1
162,2
4,1643
30,127
119,5
153,3
257,2
73,17
95,10
40,52
56,36
122,3
182,1
53,31
62,28
329,2
268,1
222,2
123,4
214,1
92,9
180,1
23,161
127,2
101,9
20,223
1114,1
44,50
82,15
333,1
25,136
58,27
1,3787
26,128
213,1
189,1
290,1
137,3
117,3
438,1
265,1
185,1
233,2
1144,1
111,5
168,1
136,6
86,7
196,3
2414,1
13,447
49,48
22,185
373,1
91,7
70,22
341,1
45,56
27,126
225,1
199,1
230,2
155,4
60,25
1299,1
165,1
748,1
149,4
93,6
105,8
327,2
21,185
97,10
152,2
75,19
475,1
124,6
205,4
5,1327
197,2
301,3
229,3
187,1
114,8
181,1
340,1
43,69
191,2
156,2
220,2
295,1
11,527
228,2
126,5
135,1
194,2
252,1
39,67
520,1
132,1
112,3
3,1992
131,4
201,3
61,25
176,2
96,10
788,2
67,23
87,13
178,2
169,2
388,1
1032,1
14,409
344,1
107,8
17,274
325,2
66,21
142,6
224,1
147,1
775,1
89,14
160,1
121,5
50,34
0,4590
33,88
19,249
108,6
157,4
154,4
57,29
109,8
51,33
65,23
31,88
35,87
52,32
76,18
406,1
69,19
37,82
85,14
173,2
385,1
34,67
81,12
219,1
32,100
421,1
12,484
188,2
273,1
282,2
79,24
10,591
42,53
164,3
701,1
90,6
18,278
134,3
59,29
78,8
139,4
146,3
1006,1
143,2
192,2
98,4
424,1
133,6
193,2
150,4
308,1
100,7
232,3
331,1
427,1
167,2
158,3
113,9
116,6
172,6
63,23
9,692
183,1
24,161
184,1
411,1
64,26
494,1
55,28
235,1
68,24
248,1
84,11
88,10
118,8
145,3
244,1
130,1
38,74
240,1
223,4
456,1
1641,1
198,1
74,13
104,6
1199,1
217,1
6,1134
102,9
315,1
212,1
383,1
71,21
328,2
29,120
2,2700
159,5
72,10
41,72
186,3
177,2
141,4
144,6
7,903
467,1
171,2
337,1
247,1
380,2
347,1
242,2
138,3
297,1
314,1
190,3
16,293
54,33
274,1
1155,1
426,1
47,44
103,4
115,5
1775,1
